codigo_inmueble,sector,barrio,estrato,valor_arriendo,valor_administracion,area_construida,area_privada,antiguedad,habitaciones,banos,parqueadero,url
3774-M3969852,Cedritos,Cedritos Alameda,6,2800000,420000,69,69,Entre 0 y 5 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bosque-de-pinos-2-habitaciones-2-banos-1-garajes/3774-M3969852
2162-M4417600,Santa Bárbara,Santa Barbara,5,4200000,700000,85,85,Entre 10 y 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-occidental-2-habitaciones-3-banos-2-garajes/2162-M4417600
2699-M2768470,Chicó,Rosales,6,6800000,,137,137,Entre 5 y 10 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bellavista-2-habitaciones-2-banos-2-garajes/2699-M2768470
22-M4467115,Santa Bárbara,Quintas De Santa Barbara,6,2350000,550000,65,65,Entre 0 y 5 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-molinos-norte-1-habitaciones-2-banos-2-garajes/22-M4467115
14384-M4420456,Santa Bárbara,San Paula,5,4800000,,86.87,86.87,Entre 0 y 5 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-rincon-del-chico-2-habitaciones-2-banos-2-garajes/14384-M4420456
800-M2793556,Bogotá D.C.,Rincon Del Chico,4,4600000,390000,67,67,Entre 5 y 10 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-rincon-del-chico-2-habitaciones-2-banos-1-garajes/800-M2793556
800-M2787494,Santa Bárbara,Campo Alegre,6,3000000,,97,97,Entre 0 y 5 años,2,3,2,https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-campo-alegre-2-habitaciones-3-banos-2-garajes/800-M2787494
776-M2844006,Engativá,Balcones De Granada,4,1200000,,55.68,50,Entre 5 y 10 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-dorado-2-habitaciones-2-banos-1-garajes/776-M2844006
3229-M4426197,Chicó,Chico,6,3400000,400000,60,60,Entre 5 y 10 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-et.-iii-1-habitaciones-2-banos-1-garajes/3229-M4426197
11079-M4427128,Bogotá D.C.,Virrey,5,8260000,940000,120,120,Entre 5 y 10 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-virrey-2-habitaciones-3-banos-2-garajes/11079-M4427128
2412-M4323218,Chicó,El Lago,5,3000000,,98,98,Más de 20 años,2,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-lago-gaitan-2-habitaciones-2-banos/2412-M4323218
3390-M4470502,Chicó,Los Rosales,6,6500000,950000,97,97,Entre 0 y 5 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-rosales-2-habitaciones-2-banos-2-garajes/3390-M4470502
15243-M4482739,Chicó,Nogal Retiro,5,2150000,381000,50,48,Entre 10 y 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-nogal-1-habitaciones-1-banos-1-garajes/15243-M4482739
438-M2816222,Chicó,Altos De Chico,6,4200000,800000,110,110,Entre 5 y 10 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-iii-2-habitaciones-3-banos-2-garajes/438-M2816222
15997-M4470300,Chicó,Chico Navarra,6,6500000,,83,83,Entre 5 y 10 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-2-banos-2-garajes/15997-M4470300
59-M3992371,Chicó,Los Rosales,6,1400000,370000,40,40,Más de 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bellavista-1-habitaciones-1-banos-1-garajes/59-M3992371
11049-M4179764,Santa Bárbara,Rincon Del Chico,4,2050000,300000,39,39,Entre 10 y 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-rincon-del-chico-1-habitaciones-1-banos-1-garajes/11049-M4179764
2412-M4438599,Santa Bárbara,Santa Barbara,6,3500000,700000,61,61,Entre 10 y 20 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-occidental-1-habitaciones-2-banos-1-garajes/2412-M4438599
800-M3035552,Chicó,El Nogal,6,7500000,,140,140,Entre 0 y 5 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-nogal-2-habitaciones-3-banos-2-garajes/800-M3035552
5294-M4469586,Santa Bárbara,Santa Barbara Occidental,5,2300000,5000000,56,56,Entre 0 y 5 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-occidental-1-habitaciones-2-banos-2-garajes/5294-M4469586
3340-M3613001,Cedritos,Cedritos Mb Sas,4,1454000,246000,67,67,Más de 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-cedro-madeiras-2-habitaciones-2-banos-1-garajes/3340-M3613001
38-M4336041,Chicó,Los Rosales,6,6400000,1100000,125,125,Entre 0 y 5 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-rosales-2-habitaciones-3-banos-2-garajes/38-M4336041
717-M4242053,Santa Bárbara,San Patricio,6,4450000,,91,91,Entre 10 y 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-san-patricio-2-habitaciones-3-banos-2-garajes/717-M4242053
800-M4171801,Santa Bárbara,Molinos Norte,6,2500000,,53,53,Entre 10 y 20 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-molinos-norte-1-habitaciones-2-banos-1-garajes/800-M4171801
851-M2253123,Chicó,Chico Reservado,6,3580000,620000,73,73,Entre 10 y 20 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-ii-1-habitaciones-2-banos-2-garajes/851-M2253123
11049-M4253154,170 y Alredores,Nueva Zelandia,4,1600000,,32,32,Entre 0 y 5 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-nueva-zelandia-1-habitaciones-1-banos-1-garajes/11049-M4253154
5082-M4464804,Chicó,Antiguo Country,5,3636567,863433,80.98,71.23,Entre 0 y 5 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-antiguo-country-2-habitaciones-2-banos-1-garajes/5082-M4464804
703-M4477874,Santa Bárbara,Santa Barbara Central Usaquen,6,2180000,320000,54,54,Más de 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-molinos-norte-2-habitaciones-2-banos-1-garajes/703-M4477874
920-M4466316,Santa Bárbara,Santa Paula Usaquen,6,5900000,,112,95,Entre 0 y 5 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-molinos-norte-2-habitaciones-3-banos-2-garajes/920-M4466316
350-M4466589,Niza Alhambra,Pasadena,5,2100000,294100,63,63,Entre 10 y 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-estoril-2-habitaciones-2-banos-1-garajes/350-M4466589
2398-M4200358,Chicó,Chico Norte,6,8500000,,185,185,Más de 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-3-banos-2-garajes/2398-M4200358
5268-M4479925,Cedritos,Cedritos,4,1982000,418000,73,68,Entre 5 y 10 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-acacias-usaquen-2-habitaciones-3-banos-2-garajes/5268-M4479925
2361-M4206210,Country,Cedritos Usaquen,4,2500000,,73,73,Entre 5 y 10 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-cedritos-2-habitaciones-2-banos-2-garajes/2361-M4206210
2671-M4480226,Chicó,Los Rosales,6,7000000,1292000,134.82,134.82,Entre 5 y 10 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-rosales-2-habitaciones-3-banos-2-garajes/2671-M4480226
2398-M4088668,Chicó,Chico Norte,6,3161229,,60.8,60.8,Entre 10 y 20 años,1,1,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-1-habitaciones-1-banos-2-garajes/2398-M4088668
2238-M3472384,Chapinero Alto,Chapinero Quinta Camacho,4,3100000,600000,65,65,Más de 20 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-quinta-camacho-1-habitaciones-2-banos-1-garajes/2238-M3472384
2489-M4436608,Chicó,Chico Norte,6,5000000,1200000,92,92,Remodelado,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-2-banos-2-garajes/2489-M4436608
717-M2688020,Santa Bárbara,Santa Barbara,5,3200000,,79,79,Entre 0 y 5 años,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-occidental-2-habitaciones-3-banos-1-garajes/717-M2688020
13453-M4437350,Chicó,Chico Norte,6,2900000,285000,37,37,Entre 10 y 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-1-habitaciones-1-banos-1-garajes/13453-M4437350
10114-M4438748,Chicó,Rosales,6,7700000,593000,110,105,Entre 0 y 5 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bellavista-2-habitaciones-3-banos-2-garajes/10114-M4438748
800-M4009348,Chicó,Chico,6,3000000,420000,70,70,Entre 5 y 10 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-1-habitaciones-2-banos-1-garajes/800-M4009348
800-M2963289,Santa Bárbara,Santa Barbara Alta,6,3250000,,75,75,Entre 0 y 5 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-alta-2-habitaciones-2-banos-1-garajes/800-M2963289
416-M4211963,Bogotá D.C.,Los Rosales,6,8900000,1000000,87,87,Entre 5 y 10 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-rosales-2-habitaciones-2-banos-2-garajes/416-M4211963
416-M4332504,Bogotá D.C.,Nueva Zelandia,4,1300000,117500,30,30,Entre 0 y 5 años,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-nueva-zelandia-1-habitaciones-1-banos/416-M4332504
11307-M4469102,Country,Lisboa Usaquen,5,3000000,675000,90.2,89,Entre 0 y 5 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-lisboa-2-habitaciones-2-banos-2-garajes/11307-M4469102
59-M4419969,Colina y Alrededores,Colina Campestre,5,1810000,390000,81.13,81.13,Más de 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-helena-et.-i-2-habitaciones-3-banos-2-garajes/59-M4419969
183-M4478388,Colina y Alrededores,Ciudad Jardin Norte,4,1100000,,55,55,Entre 10 y 20 años,2,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-ciudad-jardin-norte-2-habitaciones-1-banos/183-M4478388
464-M4468117,Chicó,Los Rosales,6,7900000,1313572,80.5,80.5,Entre 0 y 5 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bellavista-1-habitaciones-2-banos-2-garajes/464-M4468117
2195-M4421280,Centro Internacional,Centro Internacional,4,2000000,500000,67,67,Entre 10 y 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-san-diego-2-habitaciones-2-banos-1-garajes/2195-M4421280
205-M4205317,Chicó,Chico Norte,6,3500000,454000,70,70,Entre 5 y 10 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-1-habitaciones-2-banos-2-garajes/205-M4205317
22-M4486977,Chicó,Chicó,6,1500000,606800,67,67,Más de 20 años,2,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-et.-ii-2-habitaciones-1-banos-1-garajes/22-M4486977
11079-M4252882,Chicó,Chico Reservado,6,4200000,618000,75,75,Entre 5 y 10 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-et.-ii-1-habitaciones-2-banos-2-garajes/11079-M4252882
164-M4466856,Centro Nariño,Gran America,4,2300000,,62,62,Entre 10 y 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-gran-america-2-habitaciones-2-banos-1-garajes/164-M4466856
346-M4088898,Niza Alhambra,Pasadena,5,3600000,600000,104,104,Entre 10 y 20 años,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-puente-largo-2-habitaciones-3-banos-1-garajes/346-M4088898
508-M4476009,Country,La Calleja,5,1400000,285000,50,50,Entre 10 y 20 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-prados-de-la-calleja-1-habitaciones-2-banos-1-garajes/508-M4476009
44-M4213634,Chicó,Chico,5,8500000,1200000,163,163,Entre 10 y 20 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-et.-iii-2-habitaciones-2-banos-2-garajes/44-M4213634
990-M3192764,Chicó,Chico Norte,6,3600000,450000,70,70,Entre 5 y 10 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-iii-1-habitaciones-2-banos-1-garajes/990-M3192764
212-M4482256,Chapinero Alto,Chapinero,4,2050000,355700,78,78,Más de 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-emaus-2-habitaciones-2-banos-1-garajes/212-M4482256
34-M4467174,Santa Bárbara,Santa Barbara Oriental,5,3500000,680000,92,86,Entre 10 y 20 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-alta-1-habitaciones-2-banos-2-garajes/34-M4467174
5044-M4262934,Bogotá D.C.,Chico Navarra,5,5800000,,64,64,Entre 5 y 10 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-navarra-1-habitaciones-2-banos-2-garajes/5044-M4262934
183-M4039062,Cedritos,Cedritos,4,2500000,250000,60,60,Entre 0 y 5 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-contador-1-habitaciones-2-banos-1-garajes/183-M4039062
2214-M4483549,Niza Alhambra,Pasadena,5,3450000,250000,71,71,Entre 0 y 5 años,2,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-pasadena-2-habitaciones-1-banos-1-garajes/2214-M4483549
2412-M4308484,Chicó,Chico,6,6500000,962300,92,92,Entre 0 y 5 años,2,3,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-3-banos-3-garajes/2412-M4308484
661-M4465558,Niza Alhambra,Batan,4,1700000,667000,58,58,Entre 0 y 5 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-batan-2-habitaciones-2-banos-1-garajes/661-M4465558
164-M4465355,Centro Internacional,San Martin,4,2500000,,46,51,Entre 0 y 5 años,1,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-san-martin-1-habitaciones-2-banos/164-M4465355
356-M4465318,Chicó,Chico Reservado,6,4050000,1450000,115,115,Entre 10 y 20 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-et.-ii-2-habitaciones-2-banos-2-garajes/356-M4465318
183-M4465471,Cedritos,Cedro Golf,4,1200000,200000,50,50,Más de 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-cedro-salazar-1-habitaciones-1-banos-1-garajes/183-M4465471
164-M4466719,Cedritos,Cedritos,4,1400000,,32,32,Más de 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-caobos-salazar-1-habitaciones-1-banos-1-garajes/164-M4466719
973-M4308051,Centro Nariño,Acevedo Tejada,4,1425000,,45,45,Entre 10 y 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-acevedo-tejada-1-habitaciones-1-banos-1-garajes/973-M4308051
164-M4298760,Santa Bárbara,Santa Barbara Alta,5,2400000,,60,60,Remodelado,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-molinos-norte-1-habitaciones-1-banos/164-M4298760
851-793892,Chicó,El Chico,6,3700000,620000,105,105,Entre 10 y 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-2-habitaciones-3-banos-2-garajes/851-793892
495-M4470060,Chicó,Los Rosales,6,5300000,541000,117,117,Entre 5 y 10 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bellavista-2-habitaciones-3-banos-2-garajes/495-M4470060
800-M2845988,Chicó,El Nogal,6,8000000,,240,240,Entre 0 y 5 años,2,3,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-rosales-2-habitaciones-3-banos-3-garajes/800-M2845988
411-M3859317,La Soledad,Centro Internacional,4,1400000,288800,30.65,30.65,Entre 0 y 5 años,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-armenia-1-habitaciones-1-banos/411-M3859317
11049-M4021697,Santa Bárbara,Santa Ana Oriental,6,5403450,869794,54.81,54.81,Entre 0 y 5 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-ana-oriental-1-habitaciones-1-banos-1-garajes/11049-M4021697
11049-M4021677,Santa Bárbara,Santa Ana Oriental,6,5127200,859126,53.06,53.06,Entre 0 y 5 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-ana-oriental-1-habitaciones-1-banos-1-garajes/11049-M4021677
11049-M4021704,Santa Bárbara,Santa Ana Oriental,6,4884100,847239,53.07,53.07,Entre 0 y 5 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-ana-oriental-1-habitaciones-1-banos-1-garajes/11049-M4021704
4-M3410833,Country,La Carolina Usaquen,6,2100000,502000,71,71,Más de 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-carolina-2-habitaciones-2-banos-1-garajes/4-M3410833
4660-M4381359,Santa Bárbara,Chico Norte,5,2950000,550000,53,53,Entre 5 y 10 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-bibiana-1-habitaciones-2-banos-1-garajes/4660-M4381359
5031-M4481502,Santa Bárbara,Santa Barbara Alta Usaquen,5,2200000,600000,110,110,Más de 20 años,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-central-2-habitaciones-3-banos-1-garajes/5031-M4481502
293-M4338132,Puente Aranda,La Primavera,4,1200000,123000,42,42,Entre 0 y 5 años,2,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-primavera-occidental-2-habitaciones-1-banos/293-M4338132
851-M1295425,Chicó,Chico Reservado,6,3500000,500000,90,90,Entre 5 y 10 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-ii-1-habitaciones-2-banos-2-garajes/851-M1295425
14236-M4193930,Niza Alhambra,Pasadena,5,3200000,,55,55,Entre 5 y 10 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-estoril-1-habitaciones-2-banos-1-garajes/14236-M4193930
11813-M4483188,Bogotá D.C.,Localidad De Chapinero,5,1982000,318000,40,60,Entre 5 y 10 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-localidad-de-chapinero-1-habitaciones-1-banos-1-garajes/11813-M4483188
293-M4434464,Nicolás de Federmán,La Esmeralda,4,1400000,,45,45,Más de 20 años,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-esmeralda-1-habitaciones-1-banos/293-M4434464
11813-M4047080,Bogotá D.C.,Suba,4,1700000,100000,32,32,Más de 20 años,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-suba-1-habitaciones-1-banos/11813-M4047080
12037-M4416958,Chicó,Chico Virrey,6,4500000,800000,80,80,Entre 5 y 10 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-2-habitaciones-2-banos-2-garajes/12037-M4416958
847-M4484150,Niza Alhambra,Polo Club,4,2200000,400000,32.65,32.65,Entre 0 y 5 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-polo-club-1-habitaciones-1-banos-1-garajes/847-M4484150
217-M2823488,Chicó,Chico Reservado,6,7800000,990000,140,140,Entre 5 y 10 años,1,3,2,https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chico-norte-ii-1-habitaciones-3-banos-2-garajes/217-M2823488
2919-M4463864,Chapinero Alto,Chapinero Alto Emaus,4,2800000,420000,70,70,Más de 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bosque-calderon-2-habitaciones-2-banos-1-garajes/2919-M4463864
2238-M4462890,Santa Bárbara,Santa Barbara Central,6,2935000,665000,82,82,Entre 10 y 20 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-central-2-habitaciones-2-banos-2-garajes/2238-M4462890
717-M3075302,Chicó,Chico,6,4000000,,72,72,Entre 10 y 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-iii-2-habitaciones-2-banos-1-garajes/717-M3075302
3390-M4479951,Santa Bárbara,Chico Navarra,6,6500000,1000000,112,112,Entre 5 y 10 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-bibiana-2-habitaciones-3-banos-2-garajes/3390-M4479951
4186-M4466677,Centro Internacional,La Macarena,4,5500000,,120,120,Entre 5 y 10 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bosque-izquierdo-2-habitaciones-2-banos-1-garajes/4186-M4466677
800-M2786024,Bogotá D.C.,Chico Virrey,6,5500000,,90,90,Entre 0 y 5 años,2,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-virrey-2-habitaciones-2-banos/800-M2786024
15243-M4417612,Santa Bárbara,Chico Navarra,6,6000000,500000,100,140,Entre 10 y 20 años,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-bibiana-2-habitaciones-3-banos-1-garajes/15243-M4417612
10312-M4463145,Chicó,Chico Reservado,6,7000000,2030000,154.7,154.7,Entre 10 y 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-3-banos-2-garajes/10312-M4463145
800-M4030335,Cedritos,Cedritos,4,2700000,,75,75,Entre 5 y 10 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-cedritos-2-habitaciones-2-banos-1-garajes/800-M4030335
800-M2785852,Bogotá D.C.,Los Rosales,6,5000000,850000,100,100,Entre 5 y 10 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-rosales-2-habitaciones-2-banos-2-garajes/800-M2785852
851-M4413517,Chicó,Chico Norte,6,8290000,710000,120,120,Entre 0 y 5 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-3-banos-2-garajes/851-M4413517
11079-M4423083,Country,Bella Suiza,5,3100000,,64,64,Entre 5 y 10 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bella-suiza-1-habitaciones-2-banos-1-garajes/11079-M4423083
432-M4335715,Cedritos,Nueva Autopista,4,1635000,365000,56,50,Entre 10 y 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-cedritos-1-habitaciones-1-banos-1-garajes/432-M4335715
342-M4471971,Santa Bárbara,Santa Barbara Central Usaquen,6,1600000,510350,52,51,Más de 20 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-central-1-habitaciones-2-banos-1-garajes/342-M4471971
73-M4434645,Chapinero Alto,Marly,4,1366000,484000,35,35,Más de 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-sucre-1-habitaciones-1-banos-1-garajes/73-M4434645
920-M4487005,Chicó,Antiguo Country,5,3800000,,85,85,Entre 10 y 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-antiguo-country-2-habitaciones-2-banos-1-garajes/920-M4487005
4877-M4159652,Country,La Carolina Usaquen,6,4500000,1000000,114,114,Más de 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-carolina-2-habitaciones-3-banos-2-garajes/4877-M4159652
93-M3857218,Chicó,Chico Reservado,6,6458000,542000,120,120,Entre 10 y 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-et.-ii-2-habitaciones-3-banos-2-garajes/93-M3857218
93-M3857218,Chicó,Chico Reservado,6,6458000,542000,120,120,Entre 10 y 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-et.-ii-2-habitaciones-3-banos-2-garajes/93-M3857218
990-1643349,Country,Bosque Medina,6,19000000,2300000,300,300,Entre 5 y 10 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-urbanizacion-bosques-de-medina-2-habitaciones-3-banos-2-garajes/990-1643349
11813-M3989174,Colina y Alrededores,Suba,4,900000,200000,56,56,Entre 10 y 20 años,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-gilmar-1-habitaciones-1-banos/11813-M3989174
800-M3112043,Chicó,El Refugio,6,5500000,,130,130,Entre 5 y 10 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-refugio-2-habitaciones-3-banos-2-garajes/800-M3112043
2162-M2993206,Chicó,Rosales Bella Vista,6,6500000,1300000,229,229,Más de 20 años,2,3,4,https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-bellavista-2-habitaciones-3-banos-4-garajes/2162-M2993206
438-M2852361,Country,La Carolina Country,6,4800000,,70,70,Entre 10 y 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-plenitud-2-habitaciones-2-banos-1-garajes/438-M2852361
3437-M2263534,Chicó,Rosales,6,2500000,514000,42,42,Entre 5 y 10 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-rosales-1-habitaciones-1-banos-1-garajes/3437-M2263534
800-M2832757,Bogotá D.C.,Rosales,4,4673000,,135,135,Más de 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-rosales-2-habitaciones-3-banos-2-garajes/800-M2832757
11256-M4334475,Chicó,El Retiro,6,3000000,,53,53,Entre 5 y 10 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-retiro-1-habitaciones-1-banos-1-garajes/11256-M4334475
661-M4470065,Chapinero Alto,Chapinero Alto,4,1650000,474000,54,54,Más de 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-sucre-1-habitaciones-1-banos-1-garajes/661-M4470065
