codigo_inmueble,sector,barrio,estrato,valor_arriendo,valor_administracion,area_construida,area_privada,antiguedad,habitaciones,banos,parqueadero,url
508-M4465765,Cedritos,Cedritos,4,1200000,234000,40,40,Entre 10 y 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-las-acasias-1-habitaciones-1-banos-1-garajes/508-M4465765
3038-M4441536,Country,Capri Cedritos,5,2500000,2500000,57,57,Entre 0 y 5 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-cedritos-1-habitaciones-1-banos-1-garajes/3038-M4441536
800-M2847151,Chicó,Chico,6,5500000,,136,136,Entre 0 y 5 años,2,2,2,https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chico-2-habitaciones-2-banos-2-garajes/800-M2847151
13436-M4352800,Santa Bárbara,San Patricio,6,4000000,400000,58.52,58.52,Entre 0 y 5 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-san-patricio-1-habitaciones-2-banos-2-garajes/13436-M4352800
10139-M4419120,Chicó,Chico Norte,6,5000000,,58,58,Entre 5 y 10 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-et.-ii-1-habitaciones-2-banos-1-garajes/10139-M4419120
3815-M2267823,Chicó,Chico,6,6500000,,85,85,Entre 5 y 10 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-2-habitaciones-3-banos-2-garajes/3815-M2267823
800-M3140211,Chicó,Rosales,6,3000000,,65,65,Entre 5 y 10 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-rosales-1-habitaciones-1-banos-1-garajes/800-M3140211
800-M2858848,Chicó,Chico,6,6500000,720000,100,92,Entre 0 y 5 años,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-2-habitaciones-3-banos-1-garajes/800-M2858848
717-M2466670,Santa Bárbara,Chico,6,2200000,320000,48,48,Entre 5 y 10 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-san-patricio-1-habitaciones-1-banos-1-garajes/717-M2466670
990-M4011501,Santa Bárbara,Santa Ana Oriental Usaqu¿,6,8700000,1300000,180,180,Remodelado,2,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-ana-oriental-2-habitaciones-4-banos-2-garajes/990-M4011501
5105-M4439714,Santa Bárbara,Santa Ana Occidental,6,5500000,1000000,170,250,Remodelado,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-campo-alegre-2-habitaciones-3-banos-2-garajes/5105-M4439714
10139-M4174853,Country,La Carolina,6,4500000,,137,137,Entre 5 y 10 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-carolina-2-habitaciones-2-banos-1-garajes/10139-M4174853
10139-M4118469,Chicó,Antiguo Country,5,10000000,1100000,145,145,Entre 0 y 5 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-antiguo-country-2-habitaciones-3-banos-2-garajes/10139-M4118469
800-M4442272,Niza Alhambra,El Batan,5,561000000,575000,108,108,Entre 10 y 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-batan-2-habitaciones-3-banos-2-garajes/800-M4442272
800-M2846543,Chicó,Bella Vista Norte,5,7000000,800000,200,200,Más de 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-porciuncula-2-habitaciones-3-banos-2-garajes/800-M2846543
3553-M4407992,Chicó,Chico Reservado,6,5000000,580500,90,90,Entre 10 y 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-et.-ii-2-habitaciones-3-banos-2-garajes/3553-M4407992
2264-10533,Niza Alhambra,Puente Largo,5,2000000,350000,60,60,Entre 5 y 10 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-puente-largo-1-habitaciones-2-banos-2-garajes/2264-10533
3422-M4379008,Country,La Carolina,6,3850000,670000,70,70,Entre 5 y 10 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-carolina-2-habitaciones-2-banos-2-garajes/3422-M4379008
3422-M4379006,Country,La Carolina,6,3850000,670000,70,70,Entre 5 y 10 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-carolina-2-habitaciones-2-banos-2-garajes/3422-M4379006
2264-56369,Santa Bárbara,Navarra,6,1950000,520000,52,52,Entre 10 y 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-bibiana-1-habitaciones-1-banos-1-garajes/2264-56369
898-M3202368,Niza Alhambra,Alhambra Malibu,5,1600000,309000,55,55,Más de 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-monaco-1-habitaciones-1-banos-1-garajes/898-M3202368
800-M3922927,Chicó,Refugio Alto,6,3627000,873000,120,120,Entre 10 y 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-refugio-2-habitaciones-3-banos-2-garajes/800-M3922927
800-M3144242,Santa Bárbara,Chico Navarra,5,3400000,450000,80,80,Entre 0 y 5 años,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-rincon-del-chico-2-habitaciones-3-banos-1-garajes/800-M3144242
874-M4206155,Santa Bárbara,Santa Paula,6,5400000,977000,105,105,Entre 0 y 5 años,2,3,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-molinos-norte-2-habitaciones-3-banos-3-garajes/874-M4206155
800-M4261841,Chicó,Parque Del Virrey,6,8500000,,115,115,Entre 0 y 5 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-2-habitaciones-3-banos-2-garajes/800-M4261841
3065-M4185635,Chicó,Chico,6,7000000,,118,106,Entre 10 y 20 años,2,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-2-habitaciones-4-banos-2-garajes/3065-M4185635
3241-M2646158,Santa Bárbara,Santa Barbara Oriental,5,1900000,350000,54,54,Entre 0 y 5 años,1,2,1,https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-santa-barbara-oriental-1-habitaciones-2-banos-1-garajes/3241-M2646158
11079-M4467650,Chicó,Chicó Reservado,6,8300000,1300000,170,170,Entre 10 y 20 años,2,3,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-3-banos-3-garajes/11079-M4467650
800-M3922741,Chicó,Rosales,6,7000000,,160,160,Remodelado,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-rosales-2-habitaciones-3-banos-2-garajes/800-M3922741
717-M2433963,Chicó,Chico La Cabrera,6,4000000,900000,115,115,Entre 5 y 10 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-cabrera-2-habitaciones-2-banos-2-garajes/717-M2433963
15036-M4401279,Centro Nariño,Gran America,4,2385000,215000,45,45,Entre 0 y 5 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-gran-america-1-habitaciones-2-banos-1-garajes/15036-M4401279
4757-M4456256,Chicó,Chico Reservado,6,2500000,500000,43,80,Más de 20 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-1-habitaciones-2-banos-1-garajes/4757-M4456256
2359-M4411696,Chicó,Rosales Calle 76,6,7300000,1475000,160,160,Remodelado,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-rosales-1-habitaciones-2-banos-2-garajes/2359-M4411696
717-M4422356,Chicó,Virrey,6,7000000,1700000,150,150,Entre 10 y 20 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-2-habitaciones-2-banos-2-garajes/717-M4422356
851-M2559766,Chicó,Chico Reservado,6,5500000,470000,98,98,Entre 10 y 20 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-ii-2-habitaciones-2-banos-2-garajes/851-M2559766
16117-M4442658,Chicó,Cabrera,6,8000000,1250000,182,170,Entre 10 y 20 años,2,3,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-2-habitaciones-3-banos-3-garajes/16117-M4442658
223-M2712701,Santa Bárbara,Unicentro,6,2900000,,96,96,Entre 0 y 5 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-central-2-habitaciones-3-banos-2-garajes/223-M2712701
5161-M4364096,Colina y Alrededores,San Jose De Baviera,4,2500000,400000,63,63,Entre 5 y 10 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-san-jose-v-sector-2-habitaciones-2-banos-1-garajes/5161-M4364096
5161-M4364149,Colina y Alrededores,Portales Del Norte,4,2500000,400000,63,63,Entre 0 y 5 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-san-jose-v-sector-2-habitaciones-2-banos-1-garajes/5161-M4364149
13436-M4206257,Cedritos,Cedritos,4,2100000,,70,70,Más de 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-cedritos-2-habitaciones-2-banos-1-garajes/13436-M4206257
10366-M4130700,Santa Bárbara,Santa Barbara Occidental,4,2700000,500000,57,57,Remodelado,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-occidental-1-habitaciones-2-banos-1-garajes/10366-M4130700
2671-M4175315,Chicó,Los Rosales,6,10695000,1305700,165,165,Entre 10 y 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bellavista-2-habitaciones-3-banos-2-garajes/2671-M4175315
10323-M3473604,Chicó,El Chico,6,4300000,700000,94,94,Más de 20 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-et.-iii-1-habitaciones-2-banos-1-garajes/10323-M3473604
59-M3929855,Santa Bárbara,Rincon Del Chico,4,2795000,505000,56,50.68,Entre 10 y 20 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-rincon-del-chico-2-habitaciones-2-banos-2-garajes/59-M3929855
717-M2572461,Santa Bárbara,Chico Navarra,6,2200000,200000,52,52,Entre 0 y 5 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-bibiana-1-habitaciones-2-banos-2-garajes/717-M2572461
13453-M4457726,Nicolás de Federmán,Rafael Nuñez,4,3000000,274000,75,75,Entre 10 y 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-rafael-nua%C2%BFez-2-habitaciones-2-banos-1-garajes/13453-M4457726
754-M4078911,Chicó,El Nogal,6,4135000,763000,84,84,Entre 10 y 20 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-rosales-1-habitaciones-2-banos-2-garajes/754-M4078911
3165-M4459554,Chicó,Chico Norte,6,7300000,800000,116,116,Entre 5 y 10 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-et.-iii-2-habitaciones-3-banos-2-garajes/3165-M4459554
3390-M4414764,Chicó,Chico,6,3500000,593000,50,50,Entre 10 y 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-et.-iii-1-habitaciones-1-banos-1-garajes/3390-M4414764
800-M2843976,Chicó,Cabrera Chico,6,10500000,1000000,170,170,Entre 10 y 20 años,2,3,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-cabrera-2-habitaciones-3-banos-3-garajes/800-M2843976
920-M4039907,Chicó,El Chico,6,7000000,,130,130,Entre 5 y 10 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-2-habitaciones-3-banos-2-garajes/920-M4039907
12375-M4349512,Chicó,Chico Norte,6,4950000,812000,72,72,Entre 0 y 5 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-et.-ii-2-habitaciones-3-banos-2-garajes/12375-M4349512
384-M4457825,Chicó,Nogal,6,2326000,430000,41.8,41.8,Más de 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-nogal-1-habitaciones-1-banos-1-garajes/384-M4457825
5175-M4451246,Chicó,Chico Norte,6,2600000,500000,70,70,Entre 10 y 20 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-1-habitaciones-2-banos-1-garajes/5175-M4451246
5175-M4304503,Chicó,Chico Reservado,6,4200000,618000,76,76,Entre 10 y 20 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-et.-ii-1-habitaciones-2-banos-2-garajes/5175-M4304503
15553-M4442042,Santa Bárbara,Chico Navarra,6,6000000,500000,140,140,Entre 5 y 10 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-bibiana-2-habitaciones-3-banos-2-garajes/15553-M4442042
12041-M4441184,Chicó,El Nogal,6,4440000,660000,103,103,Entre 10 y 20 años,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-nogal-2-habitaciones-2-banos-1-garajes/12041-M4441184
10139-M4083064,Chicó,El Chico,6,9500000,,155,155,Entre 0 y 5 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-3-banos-2-garajes/10139-M4083064
5545-M4418525,Chicó,Chico,6,3170000,430000,62,62,Entre 0 y 5 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-1-habitaciones-2-banos-1-garajes/5545-M4418525
5031-M3331638,Country,Calleja,5,2700000,720000,98,98,Más de 20 años,2,3,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-calleja-2-habitaciones-3-banos/5031-M3331638
79-M4441939,Chicó,Chico Norte,6,4000000,400000,60,60,Entre 5 y 10 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-1-habitaciones-2-banos-2-garajes/79-M4441939
11813-M3937936,Bogotá D.C.,Usaquen,4,1300000,,30,30,Más de 20 años,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-usaquen-1-habitaciones-1-banos/11813-M3937936
518-M4126546,Chicó,Chico Reservado,6,8500000,,150,150,Más de 20 años,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-3-banos-1-garajes/518-M4126546
4058-M3709435,Orquídeas,El Redil,4,920000,101000,45,45,Entre 5 y 10 años,2,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-redil-2-habitaciones-1-banos/4058-M3709435
800-M2648246,Chicó,Chico Norte,6,3400000,,58,58,Entre 5 y 10 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-1-habitaciones-2-banos-1-garajes/800-M2648246
800-M3840483,Chicó,Chico Reservado,6,4800000,,74,74,Remodelado,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-1-habitaciones-2-banos-2-garajes/800-M3840483
393-M4440322,Cedritos,Cedritos,4,1200000,328000,37.42,37.42,Más de 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-acacias-usaquen-1-habitaciones-1-banos-1-garajes/393-M4440322
717-M4067544,Chicó,Chico,6,6300000,,93,93,Entre 0 y 5 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-2-banos-2-garajes/717-M4067544
10278-M2893307,Country,Nuevo Country,5,1500000,406000,51,51,Entre 5 y 10 años,1,2,1,https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-nuevo-contry-1-habitaciones-2-banos-1-garajes/10278-M2893307
717-M4069622,Chicó,Chico,6,4500000,,74,74,Entre 0 y 5 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-1-habitaciones-2-banos-2-garajes/717-M4069622
2671-M3980560,Chicó,Los Rosales,6,17000000,1600000,280,280,Más de 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-rosales-2-habitaciones-3-banos-2-garajes/2671-M3980560
164-M4466381,Chapinero Alto,La Salle,4,1750000,,34,34,Remodelado,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-salle-1-habitaciones-1-banos-1-garajes/164-M4466381
478-M4439684,Country,Lisboa,5,2200000,327000,80,80,Remodelado,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-cedritos-2-habitaciones-2-banos-1-garajes/478-M4439684
5175-M4440201,Chicó,Antiguo Country,6,4400000,550000,65,65,Entre 5 y 10 años,1,1,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-antiguo-country-1-habitaciones-1-banos-2-garajes/5175-M4440201
416-M4260282,Bogotá D.C.,Chapinero,4,2000000,180000,30,30,Entre 0 y 5 años,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chapinero-1-habitaciones-1-banos/416-M4260282
2361-M4452066,Cedritos,Cedritos Usaquen,5,1450000,,55,55,Más de 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-cedritos-1-habitaciones-1-banos-1-garajes/2361-M4452066
164-M3118688,Santa Bárbara,Santa Barbara Oriental,5,6000000,,118,118,Entre 0 y 5 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-central-2-habitaciones-3-banos-2-garajes/164-M3118688
15553-M4442032,Chicó,Chico Norte,5,3500000,,82,82,Entre 10 y 20 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-2-habitaciones-2-banos-2-garajes/15553-M4442032
5175-M4352217,Chicó,Chico Norte,6,5000000,890000,80,80,Entre 10 y 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-2-habitaciones-3-banos-2-garajes/5175-M4352217
10366-M4207701,Niza Alhambra,Alhambra,5,1426000,324000,46,46,Entre 10 y 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-monaco-1-habitaciones-1-banos-1-garajes/10366-M4207701
800-M2844858,Santa Bárbara,Santa Paula,6,3400000,,82,82,Entre 5 y 10 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-molinos-norte-2-habitaciones-3-banos-2-garajes/800-M2844858
2536-M3600735,Colina y Alrededores,Bulevar Niza,5,1200000,150000,30,30,Entre 0 y 5 años,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-niza-norte-1-habitaciones-1-banos/2536-M3600735
4186-M4461296,Chicó,Chico,6,2950000,,61,61,Entre 10 y 20 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-et.-iii-1-habitaciones-2-banos-2-garajes/4186-M4461296
2699-M2732216,Chicó,Chico Nogal,6,5300000,1400000,135,128,Entre 5 y 10 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-retiro-1-habitaciones-2-banos-2-garajes/2699-M2732216
800-M3000047,Chicó,Chico Reservado,6,3000000,476000,75,75,Entre 0 y 5 años,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-ii-1-habitaciones-2-banos-1-garajes/800-M3000047
93-M4410190,Country,La Calleja Usaquen,5,3000000,581000,62,62,Entre 10 y 20 años,2,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-calleja-2-habitaciones-1-banos-1-garajes/93-M4410190
11049-M4060713,Country,Bella Suiza,5,4200000,460000,70,70,Más de 20 años,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-contador-2-habitaciones-3-banos-1-garajes/11049-M4060713
11049-M4060710,Country,Bella Suiza,5,4200000,460000,70,70,Más de 20 años,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-contador-2-habitaciones-3-banos-1-garajes/11049-M4060710
93-M4410081,Country,La Calleja Usaquen,5,2500000,363000,42,42,Entre 10 y 20 años,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-calleja-1-habitaciones-1-banos-1-garajes/93-M4410081
2412-M4441665,Country,La Carolina,6,6000000,1100000,190,190,Entre 10 y 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-carolina-2-habitaciones-3-banos-2-garajes/2412-M4441665
2444-M4457969,Colina y Alrededores,Mazuren,4,1450000,150000,30.15,30.15,Entre 0 y 5 años,1,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-mazuren-1-habitaciones-1-banos/2444-M4457969
13294-M4449082,Chicó,El Chico,6,4100000,500000,52,52,Entre 0 y 5 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-1-habitaciones-2-banos-2-garajes/13294-M4449082
10677-M3827561,Chicó,Chico,5,3250000,450000,52,52,Entre 10 y 20 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-1-habitaciones-2-banos-2-garajes/10677-M3827561
3858-M4266420,Santa Bárbara,Santa Paula,6,3500000,900000,74,72,Entre 5 y 10 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-molinos-norte-2-habitaciones-3-banos-2-garajes/3858-M4266420
11079-M4151155,Santa Bárbara,Chico Navarra,6,3300000,,52,52,Más de 20 años,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-san-patricio-1-habitaciones-2-banos-2-garajes/11079-M4151155
851-682785,Chicó,La Cabrera,6,8000000,1300000,230,230,Entre 10 y 20 años,2,3,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-retiro-2-habitaciones-3-banos-3-garajes/851-682785
10139-M4419265,Chicó,La Cabrera,6,4700000,,80,80,Entre 5 y 10 años,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-2-habitaciones-2-banos-2-garajes/10139-M4419265
359-M3710741,Country,Bosque Medina,6,8000000,1000000,203,203,Más de 20 años,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-urbanizacion-bosques-de-medina-2-habitaciones-3-banos-2-garajes/359-M3710741
